"Species_each_file","Species","Group_J","Group","Insecticide","Herbicide","Treatment","Tank","Year","Week","Abundance"
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2018,16,30
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2018,18,6
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2018,20,9
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2018,-1,34
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2018,1,1
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2018,2,91
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2018,4,15
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2018,6,15
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2018,8,34
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2018,10,256
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2018,12,126
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2018,14,34
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2018,16,30
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2018,18,6
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2018,20,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2019,-2,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2019,1,10
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2019,2,12
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2019,4,37
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2019,6,112
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2019,8,5
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2019,10,20
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2019,12,9
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2019,14,12
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2019,16,8
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2019,18,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2019,20,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2019,-2,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2019,1,12
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2019,2,9
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2019,4,17
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2019,6,63
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2019,8,12
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2019,10,28
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2019,12,21
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2019,14,16
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2019,16,2
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2019,18,1
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2019,20,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2019,-2,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2019,1,3
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2019,2,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2019,4,21
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2019,6,39
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2019,8,14
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2019,10,42
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2019,12,36
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2019,14,53
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2019,16,16
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2019,18,25
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2019,20,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2019,-2,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2019,1,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2019,2,18
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2019,4,70
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2019,6,170
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2019,8,4
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2019,10,71
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2019,12,46
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2019,14,41
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2019,16,28
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2019,18,8
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2019,20,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2019,-2,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2019,1,7
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2019,2,4
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2019,4,2
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2019,6,13
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2019,8,23
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2019,10,26
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2019,12,11
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2019,14,21
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2019,16,3
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2019,18,27
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2019,20,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2019,-2,68
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2019,1,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2019,2,24
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2019,4,6
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2019,6,43
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2019,8,47
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2019,10,15
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2019,12,71
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2019,14,46
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2019,16,13
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2019,18,17
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2019,20,7
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2019,-2,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2019,1,2
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2019,2,16
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2019,4,3
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2019,6,8
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2019,8,7
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2019,10,7
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2019,12,59
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2019,14,18
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2019,16,20
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2019,18,38
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2019,20,0
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2019,-2,16
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2019,1,40
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2019,2,54
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2019,4,34
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2019,6,6
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2019,8,23
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2019,10,34
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2019,12,84
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2019,14,14
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2019,16,4
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2019,18,6
"Eodiaptomus_japonicus","Eodiaptomus_japonicus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2019,20,0
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2017,-1,12
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2017,1,50
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2017,2,9
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2017,4,15
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2017,6,59
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2017,8,40
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2017,10,264
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2017,12,116
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2017,14,139
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2017,16,292
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2017,18,235
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont1",2017,20,147
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2017,-1,5
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2017,1,4
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2017,2,2
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2017,4,28
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2017,6,34
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2017,8,88
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2017,10,300
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2017,12,38
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2017,14,69
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2017,16,144
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2017,18,290
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","0","Cont","Cont2",2017,20,293
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2017,-1,1
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2017,1,12
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2017,2,9
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2017,4,14
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2017,6,141
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2017,8,147
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2017,10,460
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2017,12,385
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2017,14,188
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2017,16,153
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2017,18,249
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro1",2017,20,192
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2017,-1,1
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2017,1,35
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2017,2,0
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2017,4,26
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2017,6,128
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2017,8,68
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2017,10,109
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2017,12,117
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2017,14,85
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2017,16,67
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2017,18,96
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","0","Fipro","Fipro2",2017,20,238
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2017,-1,2
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2017,1,4
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2017,2,11
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2017,4,1
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2017,6,52
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2017,8,213
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2017,10,172
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2017,12,96
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2017,14,260
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2017,16,89
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2017,18,96
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint1",2017,20,53
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2017,-1,0
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2017,1,3
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2017,2,1
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2017,4,5
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2017,6,23
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2017,8,25
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2017,10,19
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2017,12,54
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2017,14,194
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2017,16,295
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2017,18,238
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","1","1","Joint","Joint2",2017,20,51
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2017,-1,30
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2017,1,1
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2017,2,4
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2017,4,22
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2017,6,203
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2017,8,176
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2017,10,217
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2017,12,159
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2017,14,87
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2017,16,62
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2017,18,455
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent1",2017,20,118
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2017,-1,44
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2017,1,44
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2017,2,63
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2017,4,31
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2017,6,231
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2017,8,68
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2017,10,260
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2017,12,36
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2017,14,283
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2017,16,332
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2017,18,706
"Eucyclops_serrulatus","Eucyclops_serrulatus","ケンミジンコ","Copepoda","0","1","Pent","Pent2",2017,20,180
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont1",2017,-1,0
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont1",2017,1,0
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont1",2017,2,0
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont1",2017,4,0
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont1",2017,6,0
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont1",2017,8,0
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont1",2017,10,3
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont1",2017,12,0
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont1",2017,14,0
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont1",2017,16,70
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont1",2017,18,103
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont1",2017,20,60
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont2",2017,-1,0
"Anabeana_sp.","Anabaena_sp.","藍藻","Cyanobacteria","0","0","Cont","Cont2",2017,1,0
